fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1.0,-0.022158946689605937,0.28324800194420224,0.098447994328418,0.0179150859803041,-0.05181322707369557,0.09035220611114958,0.2694014637289729,-0.4234495273478613,-0.024173931631578917,-0.12542370924429233,-0.11861503884102736
-0.022158946689605937,1.0,-0.14768812095513098,0.06413711048204132,0.0764588256131231,-0.08800885434527211,0.08571984644310598,0.029973373913461065,-0.029338819989918347,-0.0500482575957482,0.06296208953381555,-0.19555340753074812
0.28324800194420224,-0.14768812095513098,1.0,0.10706573268589872,0.12768031223527654,0.09237933981592886,0.11828950241485589,0.16066917724409024,-0.17877279077484556,0.06473204085529523,-0.09340590554382691,-0.018859678980241084
0.098447994328418,0.06413711048204132,0.10706573268589872,1.0,0.07611139834523878,0.28061058687955187,0.39600934539912314,0.843845364453745,-0.19810302203403116,-0.029427605042011595,-0.45736648066310315,-0.08598410055172265
0.0179150859803041,0.0764588256131231,0.12768031223527654,0.07611139834523878,1.0,0.09958123615441085,0.1920304312404204,0.24115299863052775,-0.09763310316084749,0.016288689022033072,-0.349867176206187,-0.20064224481084067
-0.05181322707369557,-0.08800885434527211,0.09237933981592886,0.28061058687955187,0.09958123615441085,1.0,0.6204818881383012,0.2826535597835933,0.021045600089881437,0.0671617432389377,-0.24481107957244608,0.008141027010554984
0.09035220611114958,0.08571984644310598,0.11828950241485589,0.39600934539912314,0.1920304312404204,0.6204818881383012,1.0,0.5267274830974656,0.014098274295099498,0.13531136032022362,-0.4567191962147141,-0.17502609427601612
0.2694014637289729,0.029973373913461065,0.16066917724409024,0.843845364453745,0.24115299863052775,0.2826535597835933,0.5267274830974656,1.0,-0.0969382622117497,0.07151113003148411,-0.7764270815850501,-0.2929346227385826
-0.4234495273478613,-0.029338819989918347,-0.17877279077484556,-0.19810302203403116,-0.09763310316084749,0.021045600089881437,0.014098274295099498,-0.0969382622117497,1.0,0.17085430459761197,0.12385199651203221,0.09882698710604441
-0.024173931631578917,-0.0500482575957482,0.06473204085529523,-0.029427605042011595,0.016288689022033072,0.0671617432389377,0.13531136032022362,0.07151113003148411,0.17085430459761197,1.0,-0.014942584646858157,0.07066391667355894
-0.12542370924429233,0.06296208953381555,-0.09340590554382691,-0.45736648066310315,-0.349867176206187,-0.24481107957244608,-0.4567191962147141,-0.7764270815850501,0.12385199651203221,-0.014942584646858157,1.0,0.4288701111426584
-0.11861503884102736,-0.19555340753074812,-0.018859678980241084,-0.08598410055172265,-0.20064224481084067,0.008141027010554984,-0.17502609427601612,-0.2929346227385826,0.09882698710604441,0.07066391667355894,0.4288701111426584,1.0
